activity_pct_change,rumination_pct_change,body_temp_max,lying_time_pct_change,max_ec,ec_pct_change,quarter_ec_asymmetry,max_ph,max_turbidity,cmt_score,max_scc_log,avg_humidity,avg_bedding_moisture,thi,lactation_number,age_years,prev_mastitis_flag,days_in_milk,label,cow_sim_id
-2.4326,3.8644,38.5,4.3199,4.7784,-1.2925,0.0977,6.6,97.6441,0.0,5.14,68.8226,28.7555,17.9012,3.0,3.8,1.0,216.0,0,cow_0364
-8.1685,1.1702,38.5,5.3801,4.9478,2.2069,0.1041,6.6,98.2962,0.0,5.1459,68.5215,29.4781,17.1019,3.0,3.8,1.0,217.0,0,cow_0364
-13.1881,-11.4052,38.7306,9.492,5.8847,21.559,0.9481,6.7383,111.4541,0.0,5.4062,72.0081,27.0351,17.2124,3.0,3.8,1.0,218.0,1,cow_0364
-10.1075,-16.3996,38.6317,8.123,5.5862,15.3927,0.7995,6.7036,118.7223,0.0,5.4294,71.5006,28.1511,16.984,3.0,3.8,1.0,219.0,1,cow_0364
-15.0429,-12.122,38.5998,3.0764,5.3538,10.5922,0.4962,6.7385,112.2478,0.0,5.4192,69.11,27.9036,17.9042,3.0,3.8,1.0,220.0,1,cow_0364
-13.1413,-3.7702,38.5804,12.4906,5.3695,10.9172,0.662,6.6608,106.4343,0.0,5.2819,70.3676,28.0834,17.8738,3.0,3.8,1.0,221.0,1,cow_0364
-14.2392,-11.139,38.5917,8.2833,5.67,17.1254,0.6487,6.71,128.3118,0.0,5.381,71.0803,28.51,16.9247,3.0,3.8,1.0,222.0,1,cow_0364
-13.0027,-13.0654,38.5729,16.1175,5.3549,10.6159,0.4795,6.6858,129.057,0.0,5.4413,68.8413,27.601,17.6068,3.0,3.8,1.0,223.0,1,cow_0364
-11.2803,-14.8064,38.5187,7.0888,5.7885,19.5717,1.0674,6.6571,114.6982,0.0,5.2869,69.852,27.6691,17.0531,3.0,3.8,1.0,224.0,1,cow_0364
-35.2194,-30.1598,38.8642,35.6277,6.1719,27.4932,1.3466,6.8157,230.3107,1.0,5.6189,71.9538,27.0695,17.5759,3.0,3.8,1.0,225.0,2,cow_0364
-31.2407,-31.0676,38.9199,22.5184,7.0742,46.1301,2.1517,6.8243,183.4104,2.0,5.652,69.1576,27.8545,17.5413,3.0,3.8,1.0,226.0,2,cow_0364
-25.9228,-27.619,38.8573,41.0555,6.5582,35.4724,1.6929,6.8493,252.2295,2.0,5.7566,65.0348,27.7359,17.0163,3.0,3.8,1.0,227.0,2,cow_0364
-24.8212,-23.9136,38.8354,22.764,6.6672,37.7232,1.8186,6.8146,179.1062,2.0,5.62,68.1221,27.8702,18.1383,3.0,3.8,1.0,228.0,2,cow_0364
-47.0725,-56.4967,39.343,68.4074,7.1619,47.9416,2.4288,6.9112,434.1654,4.0,6.2396,69.3782,27.5085,17.4048,3.0,3.8,1.0,229.0,3,cow_0364
-52.2064,-49.555,39.5057,54.2025,8.0244,65.7586,3.2561,7.1294,466.9298,4.0,6.2139,71.0108,27.6707,16.9997,3.0,3.8,1.0,230.0,3,cow_0364
-58.6409,-51.0572,39.7401,61.0879,8.1828,69.0303,3.3412,7.0479,564.7895,4.0,6.2057,67.4922,29.8134,17.7714,3.0,3.8,1.0,231.0,3,cow_0364
-60.4047,-53.272,39.6578,39.4669,7.0852,46.3581,2.2019,6.9821,518.4431,3.0,6.3495,75.1156,28.228,17.1734,3.0,3.8,1.0,232.0,3,cow_0364
-54.3604,-43.5809,39.8793,33.8398,7.4652,54.2068,2.6463,7.1406,453.848,3.0,6.3448,71.7457,26.5485,17.3236,3.0,3.8,1.0,233.0,3,cow_0364
-40.0663,-56.8218,39.4551,58.8053,7.7482,60.0531,2.7772,7.0612,527.7135,3.0,6.2732,67.4065,28.4108,16.8228,3.0,3.8,1.0,234.0,3,cow_0364
-44.9353,-58.3385,40.1513,61.7531,7.7169,59.4074,2.8673,7.0798,348.2126,4.0,6.0992,69.8243,27.8899,17.9893,3.0,3.8,1.0,235.0,3,cow_0364
-62.2347,-43.3497,40.0948,54.2443,8.5006,75.5961,3.6578,7.089,455.5524,4.0,6.3439,73.3699,28.7996,17.6892,3.0,3.8,1.0,236.0,3,cow_0364
-1.68,-3.077,38.4,1.9895,4.4895,-3.1392,0.1003,6.58,91.1233,0.0,5.0047,55.8695,30.9496,27.5913,3.0,9.5,0.0,167.0,0,cow_0365
-5.6974,5.7987,38.4,0.0855,4.9309,6.3843,0.1039,6.58,90.3351,0.0,5.0098,58.142,29.7608,28.1376,3.0,9.5,0.0,168.0,0,cow_0365
-6.7043,-0.9983,38.4,-1.3123,4.3656,-5.8127,0.0989,6.58,92.4354,0.0,5.0222,58.1078,30.183,27.9233,3.0,9.5,0.0,169.0,0,cow_0365
-3.9723,-1.7059,38.4,0.8911,4.6138,-0.4569,0.1034,6.58,91.0251,0.0,5.0066,57.738,30.7495,27.8519,3.0,9.5,0.0,170.0,0,cow_0365
-2.3912,-0.3764,38.4,4.1871,4.5859,-1.0597,0.1066,6.58,91.7775,0.0,5.0064,55.836,29.5474,26.1165,3.0,9.5,0.0,171.0,0,cow_0365
-4.9426,3.2848,38.4,0.8633,4.6668,0.6862,0.101,6.58,87.5176,0.0,5.0102,59.2745,28.8239,29.168,3.0,9.5,0.0,172.0,0,cow_0365
-3.8135,3.9708,38.4,1.7436,4.8212,4.0165,0.0998,6.58,91.0057,0.0,5.039,57.5408,29.4952,28.2204,3.0,9.5,0.0,173.0,0,cow_0365
-0.0639,-1.195,38.4,-2.0647,4.8236,4.0682,0.0955,6.58,92.2407,0.0,5.0305,56.6164,28.4386,28.7859,3.0,9.5,0.0,174.0,0,cow_0365
-5.4632,0.0635,38.4,5.1438,4.7633,2.7686,0.1008,6.58,85.9627,0.0,5.0018,57.3058,30.1916,28.8105,3.0,9.5,0.0,175.0,0,cow_0365
-3.8689,-5.9603,38.4,4.9596,4.5619,-1.5779,0.1008,6.58,87.6663,0.0,5.0213,55.8231,31.242,28.0478,3.0,9.5,0.0,176.0,0,cow_0365
-9.28,-8.0628,38.4424,3.7813,5.4959,18.5735,0.7861,6.6658,113.0122,0.0,5.3107,55.1769,30.5436,28.0254,3.0,9.5,0.0,177.0,1,cow_0365
-18.0978,-14.3317,38.5767,8.4635,5.4175,16.8831,0.7777,6.6731,134.6538,0.0,5.2928,59.5982,30.6556,28.64,3.0,9.5,0.0,178.0,1,cow_0365
-12.7876,-7.646,38.5851,4.4674,5.5752,20.2858,0.9334,6.6246,120.4207,0.0,5.2518,59.1592,29.1924,28.478,3.0,9.5,0.0,179.0,1,cow_0365
-6.7789,-8.3223,38.4603,3.7681,5.2704,13.7082,0.5392,6.7019,126.4718,0.0,5.3163,59.1321,30.9124,28.2455,3.0,9.5,0.0,180.0,1,cow_0365
-12.1222,-17.9528,38.4001,6.7599,5.2817,13.9525,0.7147,6.6689,123.5419,0.0,5.3126,59.044,29.6137,27.2376,3.0,9.5,0.0,181.0,1,cow_0365
-15.8185,-12.6181,38.5432,14.9719,5.195,12.0826,0.4479,6.683,109.1433,0.0,5.309,59.7795,30.5566,30.2419,3.0,9.5,0.0,182.0,1,cow_0365
-10.138,-7.2846,38.4526,19.3425,5.152,11.1534,0.6412,6.6948,108.0884,0.0,5.2649,56.7459,29.1704,28.1948,3.0,9.5,0.0,183.0,1,cow_0365
-34.613,-15.1649,38.7776,19.5188,6.7238,45.0663,2.2325,6.8629,190.9968,1.0,5.6987,57.7931,30.0214,28.2075,3.0,9.5,0.0,184.0,2,cow_0365
-33.0265,-23.9456,38.8688,28.2656,6.0942,31.4831,1.4059,6.8107,166.6058,1.0,5.6013,56.2575,29.533,26.93,3.0,9.5,0.0,185.0,2,cow_0365
-22.928,-19.962,38.8519,28.8922,5.8421,26.0424,1.1833,6.8339,243.9699,1.0,5.5158,58.3625,29.2112,28.9235,3.0,9.5,0.0,186.0,2,cow_0365
-22.8126,-17.3594,38.738,17.455,6.4966,40.1644,1.9097,6.8655,210.1425,1.0,5.4857,58.339,29.8903,28.7841,3.0,9.5,0.0,187.0,2,cow_0365
-42.7967,-59.7071,39.172,40.4093,8.7134,87.9907,3.9402,7.0583,438.4579,4.0,5.9138,57.9779,28.7705,28.1884,3.0,9.5,0.0,188.0,3,cow_0365
-57.8132,-42.813,39.4372,64.0201,7.9069,70.5909,3.2349,7.139,369.4795,4.0,6.0044,54.6178,29.6497,27.4338,3.0,9.5,0.0,189.0,3,cow_0365
-62.0123,-53.5494,39.1075,45.5854,8.2181,77.3057,3.5252,7.1546,463.1487,3.0,5.9522,56.164,29.8698,27.7842,3.0,9.5,0.0,190.0,3,cow_0365
-58.7766,-45.8503,39.2993,40.5664,7.5674,63.2663,3.0,7.0319,492.0041,4.0,6.1354,59.3903,30.8319,27.6555,3.0,9.5,0.0,191.0,3,cow_0365
-52.6999,-58.8767,39.7271,52.3244,7.2869,57.215,2.678,6.8871,335.7401,3.0,6.1981,56.6831,29.779,28.1962,3.0,9.5,0.0,192.0,3,cow_0365
-57.2225,-47.9686,39.6277,47.8708,8.1088,74.9466,3.3849,7.048,557.1771,4.0,6.0557,56.1342,29.9485,27.6294,3.0,9.5,0.0,193.0,3,cow_0365
-49.4654,-62.942,39.8207,57.0092,7.6192,64.3849,3.0342,7.1495,505.0535,4.0,6.1704,55.8745,30.8543,27.584,3.0,9.5,0.0,194.0,3,cow_0365
-60.2104,-54.8792,39.3959,63.992,8.2046,77.0142,3.4951,6.93,353.5231,3.0,5.9362,57.9135,29.9897,28.4259,3.0,9.5,0.0,195.0,3,cow_0365
-6.6153,2.3799,38.6,-0.0779,5.0908,-0.5797,0.0982,6.62,100.1514,0.0,5.1194,86.6773,61.1363,25.5652,4.0,8.6,0.0,61.0,0,cow_0366
-4.8495,-0.7575,38.6,-3.0196,5.1325,0.2348,0.0968,6.62,102.8798,0.0,5.1325,87.8505,63.1622,24.7393,4.0,8.6,0.0,62.0,0,cow_0366
-3.4236,3.2664,38.6,-3.0267,4.9069,-4.1707,0.1011,6.62,99.1219,0.0,5.1328,84.6009,61.0471,26.8555,4.0,8.6,0.0,63.0,0,cow_0366
-0.9438,-0.3682,38.6,0.5108,5.1472,0.5215,0.1036,6.62,100.7101,0.0,5.1353,87.1447,61.87,26.2477,4.0,8.6,0.0,64.0,0,cow_0366
-7.476,-3.2127,38.6,0.3134,5.069,-1.006,0.1005,6.62,100.236,0.0,5.1601,88.4252,63.7211,25.8818,4.0,8.6,0.0,65.0,0,cow_0366
-6.8338,-0.5412,38.6,2.5474,5.135,0.284,0.1006,6.62,100.1391,0.0,5.1445,85.0747,62.605,25.9976,4.0,8.6,0.0,66.0,0,cow_0366
-2.68,-1.7055,38.6,-1.0575,5.4452,6.3413,0.1041,6.62,100.5404,0.0,5.1304,85.7332,60.3083,26.2646,4.0,8.6,0.0,67.0,0,cow_0366
-6.0846,-1.6117,38.6,-3.3064,5.1622,0.8141,0.1,6.62,95.2198,0.0,5.159,87.8245,60.2248,25.2469,4.0,8.6,0.0,68.0,0,cow_0366
-2.7197,1.1777,38.6,-1.2895,4.9999,-2.3552,0.1017,6.62,104.9066,0.0,5.1415,85.9512,63.8537,26.0713,4.0,8.6,0.0,69.0,0,cow_0366
-4.6188,2.9889,38.6,0.9779,5.1784,1.1315,0.1015,6.62,100.5451,0.0,5.1266,82.7223,63.4854,24.0703,4.0,8.6,0.0,70.0,0,cow_0366
-8.4269,2.9284,38.6,-0.2971,4.9881,-2.5857,0.0997,6.62,100.7944,0.0,5.1445,88.4522,60.4042,26.4188,4.0,8.6,0.0,71.0,0,cow_0366
-4.256,-4.4329,38.6,-6.2971,5.099,-0.4203,0.0985,6.62,101.6829,0.0,5.1262,84.3582,61.1706,26.5976,4.0,8.6,0.0,72.0,0,cow_0366
-5.1731,0.2027,38.6,-8.5034,5.3281,4.0537,0.1008,6.62,97.4141,0.0,5.132,89.0807,63.8296,26.0372,4.0,8.6,0.0,73.0,0,cow_0366
-6.7381,-2.2883,38.6,4.2864,5.1916,1.389,0.1032,6.62,101.8126,0.0,5.1246,86.1821,63.0281,26.5463,4.0,8.6,0.0,74.0,0,cow_0366
-8.6599,-13.1379,38.8286,9.3005,6.2513,22.0839,0.9751,6.6659,145.5652,0.0,5.3554,85.8515,62.4258,26.7234,4.0,8.6,0.0,75.0,1,cow_0366
-8.863,-6.1315,38.6832,2.6642,5.4257,5.9601,0.2263,6.7121,133.4459,0.0,5.4586,81.4969,62.1687,24.9039,4.0,8.6,0.0,76.0,1,cow_0366
-17.0088,-17.5847,38.8269,7.533,6.1228,19.5736,0.9505,6.6737,129.38,0.0,5.4752,82.3355,61.3983,26.1581,4.0,8.6,0.0,77.0,1,cow_0366
-13.8707,-9.0901,38.6021,10.2225,5.7027,11.3704,0.5652,6.6643,142.1166,0.0,5.3774,86.2173,61.9009,25.6192,4.0,8.6,0.0,78.0,1,cow_0366
-16.0059,-11.1135,38.7898,1.0324,5.6887,11.0968,0.5763,6.6842,130.1278,0.0,5.4359,89.2565,60.9097,25.516,4.0,8.6,0.0,79.0,1,cow_0366
-14.6735,-14.6208,38.6873,9.5033,5.6513,10.3659,0.5546,6.6611,114.4916,0.0,5.3965,84.0164,59.8383,26.7654,4.0,8.6,0.0,80.0,1,cow_0366
-16.6686,-5.0305,38.7856,12.5113,5.384,5.1451,0.3775,6.751,130.9669,0.0,5.3469,84.5917,61.0031,25.2942,4.0,8.6,0.0,81.0,1,cow_0366
-25.1549,-28.3383,39.121,26.3752,7.4873,46.2217,2.4508,6.8745,288.0525,1.0,5.7521,84.309,59.0266,25.6896,4.0,8.6,0.0,82.0,2,cow_0366
-32.6047,-17.5446,39.1456,22.1138,6.9197,35.1376,1.8126,6.8736,179.2247,1.0,5.6736,86.2767,60.5791,25.3107,4.0,8.6,0.0,83.0,2,cow_0366
-28.3509,-18.3701,38.8632,24.62,7.6679,49.7488,2.6809,6.8137,291.4954,2.0,5.5989,84.5483,62.8628,26.7904,4.0,8.6,0.0,84.0,2,cow_0366
-20.8829,-31.6055,39.1354,40.8981,6.6901,30.6542,1.4985,6.886,240.6658,1.0,5.639,86.2736,64.8351,26.972,4.0,8.6,0.0,85.0,2,cow_0366
-59.6378,-53.2658,40.1578,61.9966,8.3742,63.5435,3.3915,7.119,390.3707,4.0,6.0346,80.7152,60.2588,26.6823,4.0,8.6,0.0,86.0,3,cow_0366
-48.921,-55.6896,39.9006,45.8735,7.6172,48.7596,2.3928,7.138,369.6143,3.0,6.1312,83.518,63.0554,24.6793,4.0,8.6,0.0,87.0,3,cow_0366
-43.6678,-61.7683,39.682,36.1097,8.4855,65.7172,3.4517,7.047,529.3181,3.0,6.009,85.1965,63.7479,26.0985,4.0,8.6,0.0,88.0,3,cow_0366
-5.3128,-0.3359,38.6,1.5315,5.0013,-2.327,0.1014,6.62,101.4002,0.0,5.1364,68.9481,27.3059,17.1454,4.0,8.6,1.0,272.0,0,cow_0367
-3.5691,0.9855,38.6,-0.7717,5.051,-1.3573,0.0983,6.62,100.4086,0.0,5.1228,68.1699,27.8433,17.8519,4.0,8.6,1.0,273.0,0,cow_0367
0.5763,2.0475,38.6,-1.902,5.3638,4.7523,0.0993,6.62,99.4908,0.0,5.1397,73.1268,26.6586,17.4154,4.0,8.6,1.0,274.0,0,cow_0367
-7.4134,-3.4577,38.6,-1.3986,4.9832,-2.6804,0.0979,6.62,99.15,0.0,5.1431,72.6996,27.3488,17.4681,4.0,8.6,1.0,275.0,0,cow_0367
-3.0558,-2.2999,38.6,5.047,5.0043,-2.27,0.1052,6.62,102.412,0.0,5.1322,69.5188,28.1504,17.7909,4.0,8.6,1.0,276.0,0,cow_0367
-13.0885,-3.4837,38.6108,5.9832,5.9705,16.6007,0.8695,6.6605,127.5298,0.0,5.4217,70.3812,29.6634,17.0384,4.0,8.6,1.0,277.0,1,cow_0367
-15.5449,-5.5018,38.7687,15.5921,6.0446,18.0464,0.8599,6.7374,139.4982,0.0,5.2849,69.7833,28.0375,17.107,4.0,8.6,1.0,278.0,1,cow_0367
-15.432,-7.226,38.6715,16.3777,5.5579,8.5424,0.3718,6.7352,134.6474,0.0,5.4153,70.0533,27.8978,17.2688,4.0,8.6,1.0,279.0,1,cow_0367
-16.6803,-10.1637,38.8525,18.7548,5.6854,11.0314,0.5824,6.7237,135.8983,0.0,5.2819,69.3634,28.571,17.5819,4.0,8.6,1.0,280.0,1,cow_0367
-9.0686,-11.9169,38.796,9.2016,5.6209,9.7717,0.4756,6.6744,124.9674,0.0,5.4689,69.3229,29.2637,17.3008,4.0,8.6,1.0,281.0,1,cow_0367
-21.5809,-10.9589,38.7702,8.9863,5.4118,5.6889,0.3966,6.6631,109.3003,0.0,5.3442,68.3454,28.5526,17.8935,4.0,8.6,1.0,282.0,1,cow_0367
-16.9661,-15.8979,38.6593,13.3483,5.9098,15.4147,0.7854,6.7366,140.3966,0.0,5.3264,69.0109,28.8903,17.3191,4.0,8.6,1.0,283.0,1,cow_0367
-31.0642,-17.9098,39.0797,33.9078,7.3021,42.6053,2.1934,6.8148,233.7629,1.0,5.7502,70.9642,28.2168,17.671,4.0,8.6,1.0,284.0,2,cow_0367
-33.8195,-24.9942,38.8951,15.1374,6.9586,35.8964,1.8251,6.8477,216.0625,1.0,5.6905,68.6947,27.451,17.3186,4.0,8.6,1.0,285.0,2,cow_0367
-28.6422,-21.2855,38.8987,18.3039,7.247,41.529,2.095,6.8831,281.09,1.0,5.7029,70.2246,27.6375,17.5415,4.0,8.6,1.0,286.0,2,cow_0367
-22.4767,-28.7785,39.0036,14.5619,6.4144,25.27,1.3839,6.8933,207.2779,2.0,5.7133,70.602,28.4568,16.999,4.0,8.6,1.0,287.0,2,cow_0367
-51.9903,-41.1377,40.0702,54.0801,8.4084,64.2109,3.3062,7.1161,409.622,3.0,6.2372,70.1881,28.7911,17.5942,4.0,8.6,1.0,288.0,3,cow_0367
-57.9208,-50.7205,39.5678,57.4177,7.5417,47.2835,2.5542,6.9471,601.0972,3.0,6.023,68.4972,28.0613,17.4919,4.0,8.6,1.0,289.0,3,cow_0367
-60.7095,-53.8222,39.3209,41.8969,8.6865,69.6416,3.5505,7.1622,523.8864,3.0,5.9766,68.6802,27.7877,17.5753,4.0,8.6,1.0,290.0,3,cow_0367
-57.3038,-53.8307,39.9277,51.2275,9.2554,80.7524,4.1438,7.1767,591.5397,4.0,6.2989,71.1859,27.9844,17.1989,4.0,8.6,1.0,291.0,3,cow_0367
-48.7436,-54.8143,39.3105,59.2132,7.8333,52.9789,2.6772,7.0346,351.9725,3.0,6.0233,70.121,27.8213,17.6282,4.0,8.6,1.0,292.0,3,cow_0367
-52.1341,-51.1538,39.5914,37.5522,8.1542,59.2457,3.2123,6.9449,477.3071,3.0,6.1178,71.3447,28.1671,17.7235,4.0,8.6,1.0,293.0,3,cow_0367
-49.6636,-38.6605,39.8916,48.9765,9.1872,79.4201,4.0883,7.0492,401.4182,4.0,6.3274,70.5498,28.0224,17.9698,4.0,8.6,1.0,294.0,3,cow_0367
-43.7042,-54.1405,39.8029,43.2821,9.2283,80.2232,4.0143,6.9699,516.6582,3.0,6.2699,69.8225,28.6053,17.6301,4.0,8.6,1.0,295.0,3,cow_0367
-45.1023,-62.3876,40.0702,58.8404,7.744,51.2352,2.6836,6.9142,530.7419,3.0,6.2699,72.9111,28.3771,18.0167,4.0,8.6,1.0,296.0,3,cow_0367
-47.0848,-56.3435,39.428,66.9025,8.548,66.9367,3.3698,7.0274,544.079,4.0,6.2719,70.8091,27.4552,17.4235,4.0,8.6,1.0,297.0,3,cow_0367
-56.7137,-57.1932,39.8604,44.5719,8.3471,63.0141,3.271,7.0145,450.7582,3.0,6.2964,70.9809,28.1636,17.0791,4.0,8.6,1.0,298.0,3,cow_0367
-5.7657,-6.644,38.55,4.2273,5.1381,0.9841,0.0923,6.61,95.5442,0.0,5.1546,70.5764,28.1485,17.2223,5.0,7.6,0.0,228.0,0,cow_0368
-11.2667,-2.1254,38.55,-2.2817,4.9984,-1.7602,0.1014,6.61,96.1067,0.0,5.1204,69.6909,28.5875,17.5621,5.0,7.6,0.0,229.0,0,cow_0368
-9.8599,-5.9464,38.55,-5.0943,5.0254,-1.2298,0.104,6.61,100.1586,0.0,5.1316,66.2219,27.0812,16.8259,5.0,7.6,0.0,230.0,0,cow_0368
-5.963,1.3152,38.55,1.0062,5.346,5.0698,0.0997,6.61,104.3243,0.0,5.1114,73.9392,28.3274,17.7855,5.0,7.6,0.0,231.0,0,cow_0368
-5.207,2.7716,38.55,3.9043,5.3271,4.6996,0.0997,6.61,93.7506,0.0,5.1494,72.5145,25.7231,16.831,5.0,7.6,0.0,232.0,0,cow_0368
-3.8801,-1.6956,38.55,1.6852,5.161,1.4339,0.0995,6.61,89.3851,0.0,5.1524,74.4752,28.6323,17.3173,5.0,7.6,0.0,233.0,0,cow_0368
0.8721,-4.2253,38.55,-3.8377,5.1655,1.5236,0.103,6.61,94.1929,0.0,5.1459,71.7747,27.635,17.8095,5.0,7.6,0.0,234.0,0,cow_0368
-0.6302,3.3085,38.55,-1.9573,5.0898,0.0361,0.0969,6.61,97.456,0.0,5.1262,66.6127,26.5909,17.4264,5.0,7.6,0.0,235.0,0,cow_0368
-12.2853,4.6569,38.55,4.5484,5.0826,-0.107,0.0942,6.61,102.0746,0.0,5.1477,65.7603,30.8093,17.4676,5.0,7.6,0.0,236.0,0,cow_0368
-4.1344,2.0307,38.55,-7.4661,4.8786,-4.1147,0.0931,6.61,97.3399,0.0,5.0959,68.8202,26.0024,17.9351,5.0,7.6,0.0,237.0,0,cow_0368
-21.2486,-1.1415,38.7126,12.6914,5.7368,12.751,0.6603,6.6857,124.0826,0.0,5.4278,72.1822,26.1973,16.988,5.0,7.6,0.0,238.0,1,cow_0368
-11.0206,-6.5498,38.6452,6.7828,5.6857,11.7472,0.6363,6.68,148.1433,0.0,5.4347,71.411,27.9601,18.4297,5.0,7.6,0.0,239.0,1,cow_0368
-13.1202,-15.4833,38.7148,16.455,5.8676,15.3226,0.8608,6.7192,125.556,0.0,5.3641,70.7869,28.07,17.5594,5.0,7.6,0.0,240.0,1,cow_0368
-17.6329,-4.8782,38.783,9.0277,5.1458,1.1357,0.1207,6.7137,110.4866,0.0,5.3008,73.7257,29.2204,17.8039,5.0,7.6,0.0,241.0,1,cow_0368
-19.2923,-17.439,38.5656,11.3997,6.0703,19.3057,0.9549,6.704,126.7534,0.0,5.3745,74.9456,28.83,17.7629,5.0,7.6,0.0,242.0,1,cow_0368
-16.8613,-11.9784,38.7477,8.1915,5.8499,14.9752,0.7544,6.6789,128.1836,0.0,5.4236,70.5865,25.966,19.0133,5.0,7.6,0.0,243.0,1,cow_0368
-19.4888,-10.4712,38.715,9.3653,5.7615,13.2375,0.7473,6.7001,132.0114,0.0,5.3708,69.8639,27.918,18.0718,5.0,7.6,0.0,244.0,1,cow_0368
-31.1722,-20.9744,39.0557,34.3585,6.7132,31.9417,1.6607,6.8539,278.4784,2.0,5.5536,64.8522,25.8327,16.8235,5.0,7.6,0.0,245.0,2,cow_0368
-29.2128,-12.46,38.8449,24.7688,6.7581,32.8251,1.6503,6.8405,243.1213,2.0,5.7716,71.9044,27.4932,18.1457,5.0,7.6,0.0,246.0,2,cow_0368
-34.6166,-23.627,38.8644,32.9311,6.7598,32.8568,1.569,6.8077,193.5854,1.0,5.8113,68.6555,25.9476,17.7166,5.0,7.6,0.0,247.0,2,cow_0368
-27.2932,-24.9589,38.8039,28.9955,6.1465,20.8032,0.9956,6.8118,238.2959,1.0,5.6631,72.7217,28.2267,17.6246,5.0,7.6,0.0,248.0,2,cow_0368
-52.0699,-43.3189,39.8378,29.8203,8.3528,64.1674,3.2092,7.1651,340.0792,4.0,6.2358,74.3764,25.4823,17.5758,5.0,7.6,0.0,249.0,3,cow_0368
-54.3861,-54.6561,39.7551,45.9398,8.9364,75.6358,3.7979,7.0999,489.8973,4.0,6.2355,71.5127,27.7474,18.5641,5.0,7.6,0.0,250.0,3,cow_0368
-39.0152,-54.3683,39.7658,49.3014,8.4254,65.5926,3.3671,7.0936,555.3724,4.0,6.2066,71.7378,26.9413,17.2524,5.0,7.6,0.0,251.0,3,cow_0368
-61.5012,-54.6893,39.5954,39.87,7.959,56.4263,3.0253,6.9803,538.0515,3.0,6.0156,72.7072,28.3204,17.3038,5.0,7.6,0.0,252.0,3,cow_0368
-56.9166,-53.6952,39.4931,62.4473,9.864,93.8684,4.8704,6.9114,474.6993,3.0,6.0634,72.7394,26.4872,18.3388,5.0,7.6,0.0,253.0,3,cow_0368
-4.9421,-4.8569,38.4,7.8358,4.8009,-0.7566,0.0941,6.58,94.6484,0.0,5.1138,82.8177,63.8978,25.1799,6.0,8.6,0.0,275.0,0,cow_0369
-6.6579,-1.8253,38.4,2.6977,4.8024,-0.7252,0.0998,6.58,89.6257,0.0,5.0922,90.1733,61.0483,25.2552,6.0,8.6,0.0,276.0,0,cow_0369
-5.0469,4.488,38.4,0.8989,4.9454,2.2297,0.1015,6.58,89.1424,0.0,5.0943,85.638,61.6335,25.3073,6.0,8.6,0.0,277.0,0,cow_0369
-8.5722,-1.7541,38.4,1.4652,4.9197,1.6987,0.0994,6.58,92.3767,0.0,5.1176,84.5598,60.7971,26.9684,6.0,8.6,0.0,278.0,0,cow_0369
-6.2829,0.5329,38.4,-3.8157,4.7396,-2.0246,0.1012,6.58,88.6595,0.0,5.096,86.6895,59.3978,26.5712,6.0,8.6,0.0,279.0,0,cow_0369
-1.8517,-3.6336,38.4,2.7055,4.8808,0.8953,0.1002,6.58,90.6304,0.0,5.0844,83.9693,63.3082,26.0117,6.0,8.6,0.0,280.0,0,cow_0369
-5.7098,0.0247,38.4,-1.6523,4.8384,0.0177,0.1006,6.58,88.9518,0.0,5.107,86.2358,61.5136,24.753,6.0,8.6,0.0,281.0,0,cow_0369
-13.3999,-0.0321,38.4,-0.9596,4.8289,-0.1785,0.1023,6.58,84.9814,0.0,5.0876,87.0367,60.393,27.4539,6.0,8.6,0.0,282.0,0,cow_0369
-2.855,0.1465,38.4,-2.1197,5.046,4.3103,0.1056,6.58,90.5789,0.0,5.1092,87.3801,63.6819,25.4945,6.0,8.6,0.0,283.0,0,cow_0369
-4.7781,-2.8677,38.4,5.8545,5.0743,4.8957,0.0999,6.58,90.2133,0.0,5.0742,83.24,62.6694,26.2505,6.0,8.6,0.0,284.0,0,cow_0369
-1.7624,-4.229,38.4,-3.2006,4.7863,-1.0577,0.0998,6.58,94.5041,0.0,5.0863,86.6536,64.9518,26.5161,6.0,8.6,0.0,285.0,0,cow_0369
-7.6929,-4.3293,38.4,4.8576,4.7673,-1.452,0.1016,6.58,88.0892,0.0,5.0994,86.0957,61.1783,25.9159,6.0,8.6,0.0,286.0,0,cow_0369
-18.9317,-15.4894,38.577,10.6674,5.1666,6.8032,0.4312,6.6542,109.3284,0.0,5.4422,85.0984,59.1764,26.0415,6.0,8.6,0.0,287.0,1,cow_0369
-13.8145,-8.9445,38.4705,0.7907,4.9347,2.0083,0.0,6.637,128.2778,0.0,5.2491,85.3674,61.9694,25.7944,6.0,8.6,0.0,288.0,1,cow_0369
-19.7692,-2.9111,38.5881,19.1673,5.1637,6.7428,0.4791,6.6907,123.831,0.0,5.4153,90.8899,60.9448,26.2806,6.0,8.6,0.0,289.0,1,cow_0369
-17.9508,-14.0457,38.6066,7.9206,6.0226,24.498,1.2881,6.7131,113.0511,0.0,5.3247,85.7479,64.2328,26.5096,6.0,8.6,0.0,290.0,1,cow_0369
-14.9265,-14.1551,38.425,13.9294,5.3049,9.6614,0.5136,6.6646,116.3158,0.0,5.4063,81.5467,62.5682,25.3214,6.0,8.6,0.0,291.0,1,cow_0369
